City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kilindoni,-7.9139,39.6668,24.91,75,70,6.94,TZ,1724889632
365,siracusa,37.0881,15.2792,25.55,54,36,2.2,IT,1724889685
366,victorica,-36.2151,-65.4359,14.45,48,67,4.09,AR,1724889686
367,keelung,25.1283,121.7419,31.86,66,84,2.77,TW,1724889688
368,estevan,49.1334,-102.9842,15.11,82,75,7.67,CA,1724889675
369,kailua-kona,19.6406,-155.9956,29.98,77,20,5.66,US,1724889108
370,aktau,43.65,51.2,20.32,36,0,5.81,KZ,1724889692
371,torrington,41.8007,-73.1212,25.83,83,19,2.1,US,1724889694
372,seaside,36.6111,-121.8516,19.39,89,36,2.68,US,1724889695
373,asau,46.4333,26.4,16.6,82,46,2.88,RO,1724889696
374,acajutla,13.5928,-89.8275,28.38,76,79,1.39,SV,1724889697
375,gorele,41.0308,39.0031,23.38,90,80,1.7,TR,1724889698
376,burang,30.25,81.1667,8.91,82,73,1.51,CN,1724889384
377,cacequi,-29.8836,-54.825,14.32,82,17,6.52,BR,1724889700
378,sabang,5.8933,95.3214,28.31,75,100,10.82,ID,1724889701
379,nikolayevsk-on-amure,53.1406,140.73,23.16,66,100,3.47,RU,1724889703
380,nueva esperanza,15.2667,-87.6,25.14,96,85,1.25,HN,1724889704
381,ivdel',60.6911,60.4206,11.64,90,12,4.26,RU,1724889218
382,benjamin constant,-4.3831,-70.0311,28.03,78,0,0.0,BR,1724889706
383,sibiti,-3.6819,13.3499,20.55,86,62,2.02,CG,1724889707
384,mandalgovi,45.7625,106.2708,16.31,78,64,5.36,MN,1724889708
385,rongelap,11.1635,166.8941,28.47,71,96,2.2,MH,1724889709
386,kone,-21.0595,164.8658,26.9,41,0,4.38,NC,1724889710
387,la quiaca,-22.1024,-65.593,11.39,18,100,4.29,AR,1724889713
388,castillos,-34.1667,-53.8333,8.7,86,79,2.34,UY,1724889730
389,antofagasta,-23.65,-70.4,13.6,87,25,1.88,CL,1724889366
390,bhag,29.0415,67.8239,31.23,60,100,1.06,PK,1724889736
391,sorsk,54.0033,90.2467,9.94,89,83,0.65,RU,1724889737
392,luderitz,-26.6481,15.1594,10.9,67,0,11.7,NA,1724889615
393,baie-comeau,49.2168,-68.1489,16.82,55,40,2.57,CA,1724889739
394,brookings,44.3114,-96.7984,27.0,76,75,8.23,US,1724889740
395,mawlaik,23.6333,94.4167,23.52,95,16,0.11,MM,1724889742
396,dhi as sufal,13.8345,44.1147,18.8,80,96,1.57,YE,1724889743
397,el casar,38.5309,-5.9251,25.36,48,9,3.29,ES,1724889744
398,rawlins,41.7911,-107.2387,26.86,8,1,7.81,US,1724889592
399,saint croix,17.7397,-64.7388,28.25,87,40,3.6,VI,1724889747
400,kirakira,-10.4544,161.9205,28.38,68,85,5.81,SB,1724889748
401,krasnyy yar,46.5331,48.3456,18.76,59,0,4.13,RU,1724889749
402,chimoio,-19.1164,33.4833,20.92,82,0,1.15,MZ,1724889750
403,lensk,60.7253,114.9278,8.58,96,100,2.3,RU,1724889751
404,hasaki,35.7333,140.8333,27.65,76,100,2.8,JP,1724889752
405,alesund,62.4723,6.1549,18.08,68,75,4.63,NO,1724889755
406,st. john's,47.5649,-52.7093,20.54,84,100,7.72,CA,1724889757
407,crucecita,-28.95,-58.9833,15.6,75,22,3.37,AR,1724889758
408,vorkuta,67.5,64.0,7.13,94,61,4.58,RU,1724889759
409,quellon,-43.1167,-73.6167,6.73,89,41,4.51,CL,1724889760
410,belozersk,60.0326,37.7957,12.96,77,68,2.88,RU,1724889761
411,agadez,19.75,10.25,31.23,38,59,4.55,NE,1724889763
412,mancio lima,-7.6142,-72.8958,29.04,65,10,0.0,BR,1724889765
413,ulladulla,-35.35,150.4667,17.39,28,48,1.22,AU,1724889503
414,aleysk,52.4926,82.7822,11.26,84,18,2.28,RU,1724889768
415,bridgewater,44.3835,-64.5155,18.82,89,100,9.77,CA,1724889695
416,mobaye,4.319,21.1786,20.8,92,95,0.49,CF,1724889770
417,nianzishan,47.5167,122.8833,19.49,66,100,1.06,CN,1724889771
418,promyshlennovskiy,55.4833,86.2,10.43,94,60,1.24,RU,1724889772
419,katsuura,35.1333,140.3,27.18,83,100,3.46,JP,1724889191
420,ghanzi,-21.5667,21.7833,12.35,26,0,4.37,BW,1724889774
421,nicoya,10.1483,-85.452,26.12,88,51,0.73,CR,1724889776
422,vila franca do campo,37.7167,-25.4333,23.23,64,25,2.09,PT,1724889777
423,saldanha,-33.0117,17.9442,4.03,62,91,3.97,ZA,1724889778
424,mirnyy,62.5353,113.9611,8.57,81,92,0.64,RU,1724889779
425,yakymivka,46.6897,35.1536,21.68,70,100,3.56,UA,1724889780
426,antonio enes,-16.2325,39.9086,23.74,77,69,5.64,MZ,1724889782
427,vila velha,-20.3297,-40.2925,21.08,82,75,1.03,BR,1724889689
428,tyumentsevo,53.3224,81.498,10.91,86,8,0.18,RU,1724889785
429,aspen,39.1911,-106.8175,22.69,23,0,4.63,US,1724889786
430,sao joao da barra,-21.6403,-41.0511,19.05,65,0,4.41,BR,1724889787
431,tsuyama,35.05,134.0,23.61,98,100,1.85,JP,1724889788
432,poronaysk,49.2167,143.1167,18.18,86,83,3.54,RU,1724889789
433,nadym,65.5333,72.5167,11.55,79,99,3.47,RU,1724889264
434,tadine,-21.55,167.8833,23.29,55,43,5.8,NC,1724889791
435,lagoa,39.05,-27.9833,21.89,69,24,3.12,PT,1724889792
436,qamdo,31.1667,97.2333,8.48,73,40,1.09,CN,1724889793
437,haiku-pauwela,20.9219,-156.3051,29.57,79,25,5.36,US,1724889796
438,queenstown,-31.8976,26.8753,0.23,64,2,1.91,ZA,1724889797
439,vila do maio,15.1333,-23.2167,26.65,81,18,4.52,CV,1724889798
440,gaalkacyo,6.7697,47.4308,25.55,72,21,7.21,SO,1724889799
441,lavrio,37.7145,24.0565,25.53,61,2,2.09,GR,1724889800
442,sungai penuh,-2.0833,101.3833,18.8,94,100,1.07,ID,1724889801
443,palmer,42.1584,-72.3287,24.59,62,66,2.62,US,1724889802
444,syas'stroy,60.1367,32.5691,13.95,85,78,3.49,RU,1724889804
445,wagar,16.1525,36.2032,25.43,81,98,6.11,SD,1724889805
446,kattivakkam,13.2167,80.3167,28.05,92,100,4.92,IN,1724889806
447,jonquiere,48.4165,-71.2488,14.67,63,95,4.63,CA,1724889807
448,pacific grove,36.6177,-121.9166,19.12,86,20,6.17,US,1724889808
449,qarazhal,48.0078,70.7903,13.64,57,4,4.39,KZ,1724889809
450,lospalos,-8.5186,127.0025,24.44,66,52,4.25,TL,1724889810
451,newman,37.3138,-121.0208,36.13,19,0,2.68,US,1724889700
452,urangan,-25.3,152.9,20.72,82,1,6.52,AU,1724889812
453,brisas de zicatela,15.8369,-97.0419,30.29,79,75,1.54,MX,1724889814
454,kuala belait,4.5833,114.1833,24.98,89,100,3.41,BN,1724889815
455,uturoa,-16.7333,-151.4333,26.4,81,19,5.55,PF,1724889817
456,dawson creek,55.7666,-120.2362,22.8,35,0,8.23,CA,1724889674
457,aldinga beach,-35.2793,138.4604,12.59,87,15,8.47,AU,1724889819
458,daru,-9.0763,143.2092,26.82,75,80,6.15,PG,1724889820
459,harper,4.375,-7.7169,23.95,87,100,5.32,LR,1724889822
460,yen bai,21.7,104.8667,27.37,84,59,0.54,VN,1724889823
461,bandarbeyla,9.4942,50.8122,26.3,75,63,10.36,SO,1724889824
462,kupang,-10.1667,123.5833,29.32,54,20,4.12,ID,1724889825
463,afzalpur,17.2,76.35,24.2,77,66,5.92,IN,1724889826
464,ibi,38.6253,-0.5723,22.82,83,6,1.4,ES,1724889827
465,remire-montjoly,4.9167,-52.2667,25.02,83,0,1.03,GF,1724889828
466,yakoruda,42.0253,23.6842,15.21,81,69,0.99,BG,1724889830
467,raduzhny,62.0961,77.475,14.41,97,100,4.12,RU,1724889831
468,sinop,41.7711,34.8709,16.74,90,2,1.39,TR,1724889832
469,altay,47.8667,88.1167,16.53,40,23,1.4,CN,1724889833
470,aral,40.5156,81.2636,25.61,42,100,3.06,CN,1724889834
471,holualoa,19.6228,-155.9522,26.81,79,7,2.13,US,1724889835
472,utrik,11.2278,169.8474,28.47,74,67,3.37,MH,1724889836
473,walvis bay,-22.9575,14.5053,11.11,81,0,6.39,NA,1724889838
474,angaur state,6.906,134.13,27.57,81,100,4.51,PW,1724889839
475,zaozersk,69.4005,32.4476,11.36,75,99,1.15,RU,1724889840
476,kayangel,8.0823,134.7173,28.22,76,100,2.74,PW,1724889841
477,ad darb,17.7229,42.2526,29.97,76,95,0.64,SA,1724889842
478,berdigestyakh,62.0989,126.6992,10.83,68,100,1.5,RU,1724889843
479,xianning,29.8833,114.2167,23.31,90,69,0.45,CN,1724889844
480,diego de almagro,-26.3667,-70.05,12.66,52,0,2.09,CL,1724889845
481,presidente venceslau,-21.8761,-51.8439,20.47,31,37,3.56,BR,1724889846
482,magadan,59.5667,150.8,11.23,53,63,3.53,RU,1724889848
483,vrontados,38.4089,26.1328,27.92,42,0,4.12,GR,1724889849
484,hastings,50.8552,0.5729,18.77,86,48,5.24,GB,1724889850
485,puerto deseado,-47.7503,-65.8938,5.87,65,49,2.91,AR,1724889851
486,bocaiuva,-17.1078,-43.815,20.95,56,0,4.57,BR,1724889852
487,kavaratti,10.5669,72.642,27.11,85,100,5.99,IN,1724889854
488,fuerte olimpo,-21.0415,-57.8738,26.03,26,51,1.58,PY,1724889856
489,tralee,52.2704,-9.7026,11.12,95,16,3.05,IE,1724889857
490,hami,42.8,93.45,28.84,25,15,0.74,CN,1724889858
491,sunchales,-30.944,-61.5615,13.92,62,14,4.14,AR,1724889859
492,blackwell,36.8045,-97.2828,35.01,29,0,4.63,US,1724889860
493,aykhal,66.0,111.5,9.09,67,99,0.14,RU,1724889303
494,waiuku,-37.25,174.75,18.15,86,100,4.07,NZ,1724889862
495,carnarvon,-24.8667,113.6333,20.58,73,10,4.7,AU,1724889863
496,nogliki,51.8333,143.1667,21.15,72,98,4.73,RU,1724889865
497,richland,40.7834,-82.5499,28.2,71,0,3.6,US,1724889866
498,mucumpiz,8.4167,-71.1333,14.51,100,72,1.45,VE,1724889867
499,temirgoyevskaya,45.1141,40.2803,22.57,52,2,4.81,RU,1724889868
500,kizel,59.0471,57.6477,8.96,99,36,1.58,RU,1724889869
501,nahrin,36.0649,69.1334,19.37,37,0,1.2,AF,1724889870
502,juan griego,11.0817,-63.9655,30.07,70,12,4.63,VE,1724889871
503,filingue,14.3521,3.3168,28.72,64,46,5.66,NE,1724889872
504,mossel bay,-34.1831,22.146,5.96,63,66,7.34,ZA,1724889874
505,gereshk,31.8209,64.5701,28.51,17,0,8.19,AF,1724889875
506,kawerau,-38.1,176.7,16.72,86,100,0.89,NZ,1724889876
507,quelimane,-17.8786,36.8883,23.97,88,40,4.12,MZ,1724889877
508,rudbar,30.15,62.6,28.57,18,0,7.11,AF,1724889878
509,zheleznogorsk,52.331,35.3711,18.99,54,74,2.45,RU,1724889879
510,eraan,9.0629,117.7016,26.26,91,100,7.18,PH,1724889880
511,hadibu,12.65,54.0333,26.17,80,100,9.34,YE,1724889882
512,tingo maria,-9.2895,-76.0088,22.67,77,42,1.3,PE,1724889883
513,mecca,21.4267,39.8261,30.55,53,71,2.74,SA,1724889601
514,box elder,41.5005,-112.8764,24.32,37,1,3.21,US,1724889885
515,manacapuru,-3.2997,-60.6206,30.34,50,71,1.89,BR,1724889886
516,bushehr,28.9684,50.8385,33.05,75,0,0.0,IR,1724889887
517,pont rouge,48.8833,-72.0825,11.85,65,53,3.2,CA,1724889888
518,dzhalagash,45.0833,64.6667,17.9,40,4,4.64,KZ,1724889889
519,andergrove,-21.0833,149.1833,21.32,81,78,0.94,AU,1724889891
520,shiprock,36.7855,-108.687,30.0,18,100,4.32,US,1724889893
521,as sulayyil,20.4607,45.5779,34.19,14,82,3.35,SA,1724889894
522,tughyl,47.7252,84.2063,16.9,49,35,7.74,KZ,1724889895
523,guerrero negro,27.9769,-114.0611,23.33,63,0,8.21,MX,1724889896
524,yuma,32.7253,-114.6244,44.57,14,20,5.14,US,1724889608
525,kutum,14.2,24.6667,22.13,81,100,4.12,SD,1724889898
526,magaria,12.9983,8.9099,25.93,74,97,6.08,NE,1724889900
527,fort bragg,35.139,-79.006,31.91,59,0,1.54,US,1724889663
528,viedma,-40.8135,-62.9967,12.46,58,95,2.52,AR,1724889903
529,kizner,56.2749,51.508,12.73,93,4,1.18,RU,1724889904
530,carutapera,-1.195,-46.02,25.42,85,99,3.66,BR,1724889898
531,bubaque,11.2833,-15.8333,26.05,83,100,3.67,GW,1724889907
532,lusambo,-4.9667,23.45,28.1,32,97,1.93,CD,1724889909
533,luanda,-8.8368,13.2343,21.0,88,75,2.06,AO,1724889907
534,tadjourah,12.0,42.5,28.32,67,89,1.04,DJ,1724889911
535,glace bay,46.1969,-59.957,17.27,95,100,9.26,CA,1724889912
536,hoi an,15.8794,108.335,26.98,69,45,2.73,VN,1724889913
537,xilin hot,43.9667,116.0333,20.23,63,1,3.18,CN,1724889379
538,iowa city,41.6611,-91.5302,28.97,78,35,3.98,US,1724889649
539,newnham,-41.3833,147.1333,10.53,66,78,7.72,AU,1724889916
540,las lomitas,-24.7096,-60.593,20.43,36,100,2.4,AR,1724889918
541,choele choel,-39.2667,-65.6833,14.58,47,8,4.61,AR,1724889754
542,kampot,10.6167,104.1833,25.84,88,100,3.04,KH,1724889922
543,de aar,-30.6497,24.0123,1.62,50,0,3.81,ZA,1724889924
544,popondetta,-8.7537,148.2534,30.16,55,4,1.54,PG,1724889925
545,belyy yar,53.6039,91.3903,12.94,88,0,0.0,RU,1724889926
546,salinopolis,-0.6136,-47.3561,26.76,81,77,5.46,BR,1724889927
547,timmins,48.4669,-81.3331,14.9,55,20,3.6,CA,1724889928
548,sale,34.0389,-6.8166,22.38,83,100,1.54,MA,1724889929
549,karukh,34.4811,62.5863,16.86,34,0,5.09,AF,1724889930
550,nova vicosa,-17.8919,-39.3719,22.62,65,72,4.91,BR,1724889932
551,liwale,-9.7667,37.9333,20.52,93,60,2.7,TZ,1724889933
552,borazjan,29.2666,51.2159,33.0,56,0,1.49,IR,1724889934
553,puerto san jose,13.9256,-90.8244,25.03,88,100,3.09,GT,1724889935
554,vrangel',42.7297,133.0839,22.09,71,64,0.11,RU,1724889936
555,caconda,-13.7333,15.0667,14.34,67,55,1.12,AO,1724889937
556,rikaze,29.25,88.8833,13.62,55,99,1.68,CN,1724889939
557,san patricio,28.017,-97.5169,28.97,60,92,5.83,US,1724889941
558,cabedelo,-6.9811,-34.8339,24.37,82,57,6.46,BR,1724889942
559,mpongwe,-13.5091,28.155,17.53,34,5,2.12,ZM,1724889943
560,val-d'or,48.1002,-77.7828,14.05,62,75,3.6,CA,1724889943
561,santa maria,-29.6842,-53.8069,13.61,88,0,4.12,BR,1724889785
562,yuzhno-kurilsk,44.0306,145.8556,19.26,96,100,1.84,RU,1724889946
563,dongola,19.1667,30.4833,30.7,56,75,4.98,SD,1724889948
564,broken hill,-31.95,141.4333,15.18,46,0,2.86,AU,1724889949
565,awjilah,29.1081,21.2869,30.02,33,36,4.56,LY,1724889951
566,tapes,-30.6733,-51.3958,14.24,91,3,6.04,BR,1724889952
567,fortuna,40.5982,-124.1573,21.63,67,20,6.69,US,1724889953
568,puerto penasco,31.3167,-113.5333,36.99,71,20,3.6,MX,1724889954
569,kill devil hills,36.0307,-75.676,30.55,67,0,0.0,US,1724889955
570,winnemucca,40.973,-117.7357,26.6,16,0,4.05,US,1724889940
571,port-vila,-17.7338,168.3219,25.78,65,75,6.17,VU,1724889957
